"GFP-1" "GFP-2" "GFP-3" "HS-GFP-1" "HS-GFP-2" "HS-GFP-3" "WT-1" "WT-2" "WT-3" "HS-WT-1" "HS-WT-2" "HS-WT-3"
"ENSG00000101407" 1109 1294 1600 1786 1446 2473 1287 1324 1503 330 304 251
"ENSG00000285347" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000124237" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000132631" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125533" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228820" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272259" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000179242" 11 19 13 14 15 14 22 14 18 34 20 13
"ENSG00000283142" 1 0 1 4 1 6 3 1 3 2 0 0
"ENSG00000232294" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232465" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000215444" 0 0 0 0 0 0 0 0 0 1 1 3
"ENSG00000101079" 1376 1610 1974 1798 1347 2299 1871 1906 2100 2357 2182 1609
"ENSG00000237000" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276786" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225657" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224008" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000171858" 4874 6726 8220 5218 6907 10883 6417 7014 7574 11492 8542 10233
"ENSG00000278709" 22 12 37 2 2 2 30 35 47 73 65 63
"ENSG00000229690" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231795" 0 0 0 0 0 0 0 0 0 1 0 1
"ENSG00000279610" 0 0 0 0 0 0 0 0 0 5 3 2
"ENSG00000225246" 0 2 1 0 3 3 0 0 1 3 1 1
"ENSG00000101152" 2453 3131 3869 4142 3587 5976 3558 3801 4332 2181 1831 1641
"ENSG00000231878" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286006" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229606" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000087510" 234 300 345 120 89 141 300 322 384 349 311 243
"ENSG00000225708" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000131050" 0 2 0 3 1 5 0 2 2 2 1 3
"ENSG00000276627" 1 3 1 0 1 2 0 0 0 1 0 1
"ENSG00000230400" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000287410" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000260542" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000184402" 591 828 899 1639 1260 2271 787 863 962 1147 1011 863
"ENSG00000235032" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000149656" 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000101361" 2601 3137 3751 5800 4432 7652 2457 2503 3040 2953 2579 2060
"ENSG00000214541" 0 0 0 0 0 0 0 2 0 1 1 0
"ENSG00000125514" 0 2 2 1 0 1 0 0 0 0 1 2
"ENSG00000101096" 2 8 5 5 4 2 12 12 9 26 26 18
"ENSG00000231604" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197670" 7 6 13 4 3 2 13 16 10 30 37 27
"ENSG00000224635" 21 26 37 80 64 133 25 31 26 135 95 76
"ENSG00000196074" 237 283 313 127 77 170 254 321 337 172 191 105
"ENSG00000130702" 7895 12977 15222 12239 9228 14862 11778 12574 15264 12522 10307 8959
"ENSG00000268858" 200 247 337 195 114 212 265 252 293 570 448 364
"ENSG00000231078" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000149657" 769 961 1239 1304 1013 1739 944 972 1063 786 656 521
"ENSG00000225622" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000087495" 16 10 14 26 18 27 10 11 15 7 5 3
"ENSG00000274727" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000276603" 27 24 32 20 13 16 36 44 48 96 98 52
"ENSG00000125510" 3 11 10 2 3 0 6 2 4 9 6 7
"ENSG00000261035" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000171700" 202 304 360 179 127 178 256 262 299 192 147 128
"ENSG00000101400" 399 506 603 525 457 635 475 534 564 676 553 497
"ENSG00000203880" 744 862 1099 638 523 1014 1042 1028 1122 970 864 690
"ENSG00000278171" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000282842" 0 0 0 0 0 0 0 0 0 18 24 11
"ENSG00000232852" 0 0 1 0 1 1 1 2 0 1 1 1
"ENSG00000171703" 301 451 564 489 393 578 444 459 524 499 380 353
"ENSG00000130700" 67 82 83 55 37 58 70 65 94 67 39 39
"ENSG00000203971" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000196700" 828 1101 1336 1722 1310 2207 1014 1105 1294 638 604 444
"ENSG00000129988" 0 0 1 3 0 1 2 3 1 16 9 6
"ENSG00000196227" 517 595 737 997 725 1329 587 637 706 321 301 226
"ENSG00000080839" 869 993 1264 947 704 1297 1210 1273 1401 611 604 455
"ENSG00000282968" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272050" 1 6 5 0 0 0 1 3 5 1 1 1
"ENSG00000237371" 0 2 1 1 0 3 1 0 1 0 1 0
"ENSG00000124209" 799 862 1143 1122 927 1553 1217 1241 1309 662 615 525
"ENSG00000280213" 30 36 36 51 39 70 51 50 69 73 52 41
"ENSG00000275285" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230568" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000286309" 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000124205" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226094" 0 0 1 0 0 0 1 1 1 0 0 0
"ENSG00000233686" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225129" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101413" 815 981 1213 1085 859 1518 1090 1116 1232 1089 948 739
"ENSG00000196132" 59 69 72 22 14 23 58 75 89 55 46 37
"ENSG00000273812" 14 19 14 17 11 34 22 27 27 47 44 33
"ENSG00000213742" 79 82 88 57 29 83 84 120 126 67 49 51
"ENSG00000230352" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130706" 1228 1940 2352 3249 2240 3508 1528 1560 1885 2537 2109 1626
"ENSG00000025293" 2839 3144 3894 1362 1051 1908 2795 2823 3202 1062 952 760
"ENSG00000227282" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234274" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226332" 35 40 49 108 77 131 46 64 55 191 167 155
"ENSG00000234104" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270793" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225803" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000287511" 6 11 15 15 10 15 21 16 21 8 11 5
"ENSG00000131067" 358 486 670 625 415 753 548 528 693 472 395 350
"ENSG00000204117" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130590" 229 302 340 465 330 493 234 266 318 194 169 150
"ENSG00000287478" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233347" 2 0 1 0 1 0 0 1 1 0 0 1
"ENSG00000286865" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000284481" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221116" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271798" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212498" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229686" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226572" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202380" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252096" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000207380" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263755" 0 0 0 0 1 1 0 0 0 0 0 0
"ENSG00000278159" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212247" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239923" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199570" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199803" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201180" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222500" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212165" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202260" 0 0 0 1 0 0 0 0 0 0 0 1
"ENSG00000251955" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200494" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240584" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243702" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221806" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252422" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278525" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238833" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278410" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212536" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000222281" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207355" 0 0 0 1 1 0 0 0 0 3 1 3
"ENSG00000242348" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201348" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264879" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202414" 0 0 0 1 0 1 0 0 1 0 0 0
"ENSG00000223128" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251883" 0 1 0 0 0 1 0 0 0 0 1 0
"ENSG00000283291" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201527" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000283568" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200231" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212134" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000283592" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275305" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000265137" 2 0 1 1 1 0 1 0 0 2 0 1
"ENSG00000252649" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242236" 0 1 1 0 0 0 1 0 2 0 0 0
"ENSG00000273745" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000264616" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200325" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199676" 0 0 1 1 0 0 0 1 0 0 0 0
"ENSG00000201151" 3 0 1 0 1 1 2 3 4 0 0 0
"ENSG00000201811" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201221" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207053" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000206801" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200208" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000283433" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240474" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201498" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207997" 0 0 0 0 1 1 1 0 0 1 0 0
"ENSG00000206582" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264767" 0 0 0 0 0 1 0 0 1 0 0 0
"ENSG00000275337" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000284419" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264901" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238452" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252540" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252467" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206959" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252654" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000199490" 1 0 0 3 1 1 0 0 0 3 4 5
"ENSG00000252021" 0 0 0 1 0 0 0 0 0 0 1 0
"ENSG00000277034" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225091" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201512" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200354" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206710" 0 0 0 3 0 2 0 0 0 0 0 0
"ENSG00000202186" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000222118" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252091" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266761" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207158" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238468" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252089" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266666" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199218" 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000276031" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238777" 0 0 1 0 0 0 0 1 0 0 0 0
"ENSG00000252064" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199683" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207802" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266140" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265617" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223190" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199017" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000284508" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263453" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222874" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207554" 12 12 13 19 22 28 13 19 18 2 3 2
"ENSG00000241821" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000284433" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000269103" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274034" 0 2 0 0 0 0 0 0 1 0 0 0
"ENSG00000284074" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201742" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275958" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199805" 1 0 0 0 0 1 1 1 0 0 0 0
"ENSG00000216195" 0 0 2 0 0 2 0 0 0 0 0 2
"ENSG00000275842" 0 1 2 1 2 4 1 0 0 2 2 1
"ENSG00000283206" 1 1 2 2 0 0 0 0 1 2 2 0
"ENSG00000216141" 0 0 1 0 0 0 0 0 0 0 1 0
"ENSG00000283513" 0 0 0 2 3 0 1 0 1 0 0 0
"ENSG00000124232" 1 3 1 11 3 12 4 1 1 1 1 0
"ENSG00000124145" 660 830 1061 414 381 608 1177 1239 1347 796 723 593
"ENSG00000275894" 1 2 6 2 1 0 3 4 5 19 14 9
"ENSG00000204070" 321 431 516 748 515 987 413 422 482 575 517 435
"ENSG00000254806" 1 1 0 0 0 1 2 0 2 1 0 1
"ENSG00000124251" 22 23 19 53 40 74 30 30 37 60 74 52
"ENSG00000232880" 0 0 0 0 0 0 0 0 0 11 8 6
"ENSG00000273555" 1 0 2 2 0 1 2 1 2 2 0 1
"ENSG00000254620" 1 0 1 4 6 10 0 0 0 0 1 0
"ENSG00000268941" 1 0 1 10 4 7 1 1 0 1 1 1
"ENSG00000124222" 1100 1315 1706 1975 1544 2664 1584 1534 1695 1456 1253 1040
"ENSG00000254995" 2 1 1 36 28 47 1 1 3 4 7 1
"ENSG00000215440" 89 204 196 229 157 266 195 172 213 243 142 141
"ENSG00000254419" 0 5 5 7 4 9 3 4 2 3 1 3
"ENSG00000237121" 0 0 0 0 0 1 0 0 0 1 1 0
"ENSG00000270279" 0 0 0 0 0 0 0 0 0 1 1 3
"ENSG00000268649" 22 23 39 36 27 46 28 26 41 10 9 8
"ENSG00000284040" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000216031" 3 3 2 8 1 7 2 5 6 0 2 0
"ENSG00000268333" 19 25 33 51 56 86 31 16 32 57 49 38
"ENSG00000276859" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276722" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274491" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275069" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225806" 21 26 32 57 35 49 35 34 32 9 3 6
"ENSG00000270951" 2 5 0 4 3 4 3 2 5 0 1 0
"ENSG00000285091" 4 0 1 1 0 2 4 0 3 3 1 0
"ENSG00000284985" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000101158" 3 3 0 3 2 3 2 3 3 1 4 1
"ENSG00000101162" 31 32 33 41 30 69 21 22 24 34 26 29
"ENSG00000124172" 2818 3431 4378 3117 3396 5813 3216 3565 3724 5327 4073 4336
"ENSG00000101166" 6930 7384 9100 8181 5821 10307 5907 6047 6519 6586 6265 4773
"ENSG00000232925" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204183" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125965" 0 3 0 0 0 0 0 2 2 0 1 0
"ENSG00000221763" 1 1 0 0 0 0 4 0 1 0 0 0
"ENSG00000126001" 1553 1824 2255 1282 850 1574 2027 2202 2320 1233 1133 875
"ENSG00000242507" 0 1 0 2 0 3 0 0 0 2 2 2
"ENSG00000125975" 0 0 0 3 0 1 1 0 0 2 2 0
"ENSG00000224497" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000088340" 38 63 77 138 116 196 125 133 156 181 180 136
"ENSG00000227401" 0 0 0 1 0 0 1 0 0 4 3 0
"ENSG00000272897" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222460" 2 2 3 4 3 5 2 3 0 2 2 2
"ENSG00000252549" 0 0 0 1 0 0 0 0 0 1 1 0
"ENSG00000244462" 2221 2512 2961 2044 1469 2670 2281 2408 2578 1375 1145 950
"ENSG00000197296" 444 545 638 1017 826 1509 670 706 764 161 143 120
"ENSG00000226812" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000229005" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233376" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168746" 0 0 0 0 0 1 0 0 0 2 2 0
"ENSG00000226243" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000124120" 937 1100 1393 823 669 1230 1180 1225 1368 908 785 662
"ENSG00000132824" 2089 2364 2986 2009 1600 2960 3368 3340 3724 3486 3033 2367
"ENSG00000168734" 159 218 270 257 184 327 188 169 199 288 236 187
"ENSG00000242509" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101342" 3 3 2 5 4 7 3 8 4 5 3 2
"ENSG00000231241" 1 0 0 2 0 2 0 2 1 0 0 0
"ENSG00000226144" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241229" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000287570" 2 3 2 0 0 1 2 5 4 1 0 0
"ENSG00000132823" 472 555 682 915 769 1310 677 676 723 2304 1924 1760
"ENSG00000149596" 111 158 219 40 33 48 187 199 261 64 45 54
"ENSG00000237555" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201021" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233711" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206998" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000124193" 1858 2012 2524 1783 1529 2644 2149 2127 2321 3179 2925 2322
"ENSG00000288000" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201372" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234271" 0 1 3 1 4 3 1 2 2 4 3 2
"ENSG00000277611" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226143" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000282876" 1 1 0 0 0 0 7 3 3 0 0 0
"ENSG00000101052" 344 361 430 358 309 498 420 387 412 526 447 337
"ENSG00000215467" 0 0 0 0 1 0 0 0 0 0 2 0
"ENSG00000101057" 2326 3230 3888 5007 3399 6008 2580 2688 3053 2696 2387 1891
"ENSG00000124196" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000173335" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232388" 83 99 150 123 123 179 150 119 142 173 152 118
"ENSG00000101307" 0 0 1 1 0 1 0 0 1 0 0 2
"ENSG00000125879" 0 0 0 0 0 0 0 0 0 2 5 1
"ENSG00000271303" 37 77 108 101 91 130 84 67 104 60 43 45
"ENSG00000125821" 111 149 169 158 123 217 137 127 166 146 133 118
"ENSG00000130703" 906 1042 1355 462 372 638 1340 1312 1511 785 654 560
"ENSG00000101074" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000101294" 2591 3344 3975 4031 3009 4967 3405 3601 4075 4031 3536 2935
"ENSG00000101098" 463 533 751 354 303 487 629 697 766 468 395 296
"ENSG00000231133" 0 0 1 1 4 4 0 0 1 3 2 0
"ENSG00000274915" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225978" 1 4 3 0 2 0 3 3 7 0 1 0
"ENSG00000287324" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000260416" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286628" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207598" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000149658" 1856 2309 2859 4964 3702 6349 2259 2293 2642 1928 1703 1371
"ENSG00000273821" 14 5 9 0 0 0 18 16 15 4 3 1
"ENSG00000101197" 0 0 0 0 0 0 0 0 2 1 1 0
"ENSG00000266463" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101198" 1 2 4 11 9 18 2 0 1 3 6 3
"ENSG00000275620" 0 0 0 0 0 0 1 0 0 0 0 1
"ENSG00000101199" 1822 2624 3257 4234 3339 5716 2539 2586 3207 1332 1131 1006
"ENSG00000266104" 3 2 3 1 1 2 1 1 5 3 2 2
"ENSG00000222439" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000101204" 2 3 1 1 1 3 2 3 4 46 39 41
"ENSG00000203900" 0 0 0 0 0 0 0 0 0 7 2 3
"ENSG00000280936" 0 0 0 0 0 1 0 0 1 1 1 0
"ENSG00000226390" 7 7 9 7 13 22 9 4 6 6 10 9
"ENSG00000286936" 0 0 0 1 0 1 0 0 0 0 0 1
"ENSG00000237005" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214835" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230750" 0 0 0 0 1 1 0 0 0 0 0 0
"ENSG00000125863" 193 231 298 349 293 549 209 246 247 185 176 152
"ENSG00000285508" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000285723" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101210" 5502 7824 9804 7341 5355 8796 7661 8550 9542 13077 11196 9236
"ENSG00000230226" 0 0 0 1 0 0 0 0 0 2 5 0
"ENSG00000125534" 1093 1682 2009 2289 1509 2271 1331 1505 1760 2197 1699 1591
"ENSG00000101213" 238 288 393 120 96 153 376 405 453 208 165 149
"ENSG00000275812" 0 0 0 0 0 0 0 0 0 1 1 0
"ENSG00000125531" 8 17 13 1 0 2 11 17 28 59 30 27
"ENSG00000130589" 435 733 888 311 220 417 776 846 995 319 304 251
"ENSG00000125885" 160 183 220 348 273 477 214 194 241 177 153 111
"ENSG00000199497" 0 0 0 1 0 0 0 0 0 0 1 0
"ENSG00000088356" 486 580 720 1404 1368 2368 539 486 566 508 447 351
"ENSG00000260903" 0 0 0 0 0 0 0 1 0 0 2 0
"ENSG00000278012" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226239" 2 2 3 0 0 1 1 2 6 8 1 3
"ENSG00000252623" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000101331" 2 6 3 3 2 3 4 3 5 3 5 2
"ENSG00000212571" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101337" 1529 1815 2283 4112 2916 5041 2050 2046 2401 938 853 613
"ENSG00000275576" 3 6 11 0 1 1 2 2 4 10 10 11
"ENSG00000224452" 3 5 0 2 4 6 1 6 3 2 2 1
"ENSG00000235217" 9 9 8 78 57 101 6 14 10 22 13 10
"ENSG00000126003" 649 817 868 1906 1334 2328 705 689 813 400 338 255
"ENSG00000101346" 1974 2337 2777 2819 2139 3858 2383 2540 2760 1368 1167 963
"ENSG00000284125" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000287850" 0 0 0 0 0 0 1 0 1 0 0 0
"ENSG00000233293" 0 0 1 0 0 0 0 0 1 8 13 3
"ENSG00000204393" 0 0 0 0 0 0 0 1 0 0 2 0
"ENSG00000228156" 0 0 0 0 0 0 0 1 0 1 0 3
"ENSG00000198547" 0 0 0 0 0 1 0 0 0 0 0 1
"ENSG00000285382" 1 3 1 3 3 3 1 5 3 4 1 0
"ENSG00000175730" 0 3 2 4 4 3 3 7 5 2 0 2
"ENSG00000088305" 412 564 620 386 273 489 568 555 648 203 194 141
"ENSG00000101367" 3670 4020 4881 5804 4882 8811 4133 4095 4624 12033 10453 8442
"ENSG00000260536" 1 1 2 0 1 3 1 0 0 74 47 40
"ENSG00000260257" 10 20 14 48 27 49 14 22 19 42 45 25
"ENSG00000101000" 1112 1264 1592 1421 1167 1982 1496 1559 1783 1548 1318 1140
"ENSG00000278367" 0 0 0 0 0 1 0 0 1 0 0 0
"ENSG00000200301" 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000126005" 239 300 419 562 458 711 373 439 493 474 375 350
"ENSG00000229230" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125966" 389 539 697 416 302 505 774 854 966 756 649 534
"ENSG00000279253" 9 15 17 40 27 53 27 23 22 76 84 53
"ENSG00000261582" 0 2 2 7 7 7 3 2 1 31 18 15
"ENSG00000235214" 1 1 6 0 1 0 4 4 2 8 3 7
"ENSG00000125998" 0 1 0 18 6 41 0 1 0 12 12 12
"ENSG00000101278" 0 1 3 1 0 0 2 1 2 1 0 0
"ENSG00000269846" 1 4 2 1 2 1 2 3 3 2 1 2
"ENSG00000101353" 13 4 11 9 6 9 17 11 8 11 11 6
"ENSG00000236159" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118705" 7908 10118 12021 14534 10597 18874 10164 10415 12038 15533 13772 10806
"ENSG00000286240" 0 1 0 0 2 1 1 0 0 1 1 0
"ENSG00000198053" 144 169 226 157 132 218 204 203 218 269 248 185
"ENSG00000149636" 721 846 1027 605 433 791 992 1014 1128 539 491 383
"ENSG00000130584" 116 185 182 109 98 156 187 152 203 146 101 76
"ENSG00000197818" 295 380 450 403 286 488 363 406 469 223 177 163
"ENSG00000078747" 1570 1792 2191 1197 909 1630 2028 2171 2362 1053 923 671
"ENSG00000101311" 495 524 697 337 277 478 498 510 545 380 327 288
"ENSG00000124194" 0 2 1 2 1 4 0 0 1 0 1 0
"ENSG00000089177" 225 249 347 375 270 525 313 315 360 124 134 100
